朝代;年;月;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;又名;民族;旗分;旗分（或）;爵位;科举;科举（其他）
咸丰;三;11;1853;11;副都统;伯都讷副都统;副都统;副都统;从二;;穆特布;1;;;;;;;
乾隆;四十一;;1776;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;穆精阿;1;;满洲;正白;;前锋校;;
嘉庆;二十四;12;1819;12;副都统;阿勒楚喀副都统;副都统;副都统;从二;;穆腾额;1;;满洲;正白;;马甲;;
嘉庆;十四;3;1809;3;副都统;黑龙江副都统;副都统;副都统;从二;;穆腾额;1;;满洲;正白;;马甲;;
光绪;二十;11;1894;11;副都统;熊岳副都统;副都统;副都统;从二;;穆隆阿;1;;满洲;镶黄;;闲散;;
嘉庆;十一;8;1806;8;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;策丹;1;;蒙古;正黄;;;官学生;
嘉庆;九;4;1804;4;副都统;熊岳副都统;副都统;副都统;从二;;策拔克;1;;蒙古;镶黄;;;官学生;
道光;五;2;1825;2;副都统;阿勒楚喀副都统;副都统;副都统;从二;;精钦保;1;;;;;;;
嘉庆;二十四;12;1819;12;副都统;黑龙江副都统;副都统;副都统;从二;;精钦保;1;精勤保;;;;;;
乾隆;三十五;1;1770;1;副都统;锦州副都统;副都统;副都统;从二;;素保;1;苏保;满洲;正黄;;;;
乾隆;五十八;1;1793;1;副都统;伯都讷副都统;副都统;副都统;从二;;索善;1;;;;;;;
乾隆;五十三;;1788;;副都统;吉林副都统;吉林副都统;;从二;;索善;1;;满洲;镶白;;;;
乾隆;五十;1;1785;1;副都统;熊岳副都统;副都统;副都统;从二;;索喜;1;;满洲;正白;;;;
乾隆;五十二;;1787;;副都统;黑龙江副都统;黑龙江副都统;;从二;;索喜;1;;满洲;正白;;;;
乾隆;十三;4;1748;4;吉林将军;吉林将军;将军;将军;从一;;索拜;1;;;;;;;
乾隆;五十;;1785;;副都统;吉林副都统;吉林副都统;;从二;;索柱;1;;满洲;正黄;;;进士;
乾隆;四十五;3;1780;3;奉天将军;盛京将军;将军;将军;从一;;索诺穆策凌;1;;满洲;镶黄;;;;
乾隆;六;11;1741;11;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;纳尔泰;1;;满洲;镶黄;;;;
道光;二十;4;1840;4;吉林将军;吉林将军;将军;将军;从一;;经额布;1;;满洲;正黄;;;贡生;
嘉庆;十二;3;1807;3;奉天府;奉天府府尹;府尹;府尹;正三;;继善;1;;满洲;正蓝;;;廪生;
嘉庆;七;1;1802;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;继善;1;;满洲;正蓝;;;廪生;
嘉庆;六;2;1801;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;继善;1;;满洲;正蓝;;;廪生;
同治;十一;7;1872;7;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;继格;1;;满洲;正白;;;进士;
光绪;一;;1875;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;继格;2;;满洲;正白;;;进士;
光绪;三;;1877;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;继格;2;;满洲;正白;;;进士;
嘉庆;十八;4;1813;4;副都统;盛京副都统;副都统;副都统;从二;;绪荘;1;;;;;;;
康熙;四十;1;1701;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;绰克托;1;巢可托;满洲;正黄;;;荫生;
康熙;二十七;12;1688;12;奉天将军;盛京将军;将军;将军;从一;;绰克托;1;;满洲;正黄;;;荫生;
光绪;二十五;2;1899;2;副都统;锦州副都统;副都统;副都统;从二;;绰哈布;1;;满洲;正黄;;;荫生;
光绪;二十六;;1900;;黑龙江将军;黑龙江将军;将军;将军;从一;;绰哈布;1;;满洲;正黄;;;荫生;
雍正;三;12;1725;12;奉天将军;盛京将军;将军;将军;从一;;绰奇;1;;满洲;正红;;;;
乾隆;十五;;1750;;黑龙江将军;黑龙江将军;将军;将军;从一;;绰尔多;2;绰勒多;满洲;正黄;;;;
乾隆;二十一;9;1756;9;黑龙江将军;黑龙江将军;将军;将军;从一;;绰尔多;2;绰勒多;满洲;正黄;;;;
光绪;九;9;1883;9;副都统;锦州副都统;副都统;副都统;从二;;维庆;1;;满洲;镶黄;;侍卫;;
同治;八;8;1869;8;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;绵宜;2;;满洲;镶白;;;进士;
光绪;四;6;1878;6;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;绵宜;2;;满洲;镶白;;;进士;
光绪;十四;3;1888;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;绵宜;1;;满洲;镶白;;;进士;
道光;二十九;;1849;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;绵森;1;;满洲;正蓝;;;;
乾隆;三十三;;1768;;副都统;吉林副都统;副都统;副都统;从二;;编柱;1;;满洲;镶白;;;;
乾隆;三十七;;1774;;副都统;宁古塔副都统;副都统;副都统;从二;;编柱;1;;满洲;镶白;;;;
乾隆;二十八;;1763;;副都统;阿勒楚喀副都统;副都统;副都统;从二;;耀成;1;;满洲;正黄;;;;
乾隆;二十七;11;1762;11;奉天府;奉天府府尹;府尹;府尹;正三;;耀海;1;;满洲;正白;;;;
乾隆;三十四;2;1769;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;耀海;1;;满洲;正白;;;;
光绪;二十三;2;1897;2;副都统;吉林副都统;副都统;副都统;从二;;耆征;1;;;;;;;
咸丰;二;;1852;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;耆瑞;1;;满洲;正红;;;;
道光;三十;7;1850;7;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;耆瑞;1;;满洲;正蓝;;;;
道光;十八;4;1838;4;盛京将军;盛京将军;将军;将军;从一;宗室;耆英;1;;满洲;正蓝;;;荫生;
康熙;十二;11;1673;11;奉天府;奉天府府尹;府尹;府尹;正三;;耿效忠;1;;汉;;;;进士;
康熙;三十八;;1699;;副都统;黑龙江副都统;副都统;副都统;从二;;耿额;1;;满洲;正蓝;;;;
同治;一;1;1862;1;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;联康;1;;满洲;镶黄;;;;
光绪;十三;1;1887;1;副都统;三姓副都统;副都统;副都统;从二;;联恩;1;;蒙古;镶黄;;护军;;
光绪;十三;3;1887;3;副都统;熊岳副都统;副都统;副都统;从二;;联恩;1;;蒙古;镶黄;;护军;;
同治;五;8;1866;8;副都统;三姓副都统;副都统;副都统;从二;;胜安;1;;;;;;;
同治;五;4;1866;4;副都统;阿勒楚喀副都统;副都统;副都统;从二;;胜安;1;;;;;;;
乾隆;二十七;6;1762;6;奉天将军;盛京将军;将军;将军;从一;;舍图肯;1;社图肯、色图恳;满洲;正红;;;;
康熙;三十五;;1696;;副都统;伯都讷副都统;副都统;副都统;从二;宗室;舒书;1;;满洲;镶红;;;;
乾隆;五十九;;1794;;黑龙江将军;黑龙江将军;将军;将军;从一;;舒亮;1;;满洲;正白;;前锋;;
道光;十五;4;1835;4;副都统;齐齐哈尔副都统;副都统;副都统;从二;;舒伦保;1;;满洲;镶黄;;;;
道光;十八;;1838;;黑龙江将军;黑龙江将军;将军;将军;从一;;舒伦宝;1;;满洲;镶黄;;;;
道光;二十二;12;1842;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;舒兴阿;1;;满洲;正蓝;;;进士;
乾隆;十八;;1753;;副都统;墨尔根副都统;副都统;副都统;从二;;舒凤;1;;满洲;正白;;;;
嘉庆;二十五;11;1820;11;副都统;盛京副都统;副都统;副都统;从二;;舒明阿;1;;;;;;;
乾隆;二十五;;1760;;副都统;伯都讷副都统;副都统;副都统;从二;;舒泰;1;;满洲;正黄;;;;
乾隆;二十一;;1756;;副都统;墨尔根副都统;副都统;副都统;从二;;舒泰;1;;满洲;正黄;;;;
乾隆;三十;;1765;;副都统;三姓副都统;副都统;副都统;从二;;舒通阿;2;？舒通额;满洲;正红;;;;
乾隆;三十七;;1774;;副都统;三姓副都统;副都统;副都统;从二;;舒通阿;2;;满洲;镶白;;;;
乾隆;三十;;1765;;副都统;墨尔根副都统;副都统;副都统;从二;;舒通阿;1;;满洲;正白;;;;
乾隆;二十七;;1762;;副都统;阿勒楚喀副都统;副都统;副都统;从二;;舒通阿;1;;蒙古;镶黄;;;;
同治;一;10;1862;10;副都统;阿勒楚喀副都统;副都统;副都统;从二;;舒通额;1;;满洲;镶白;;领催;;
光绪;二十一;3;1895;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;良弼;1;;满洲;正白;;;进士;
嘉庆;七;7;1802;7;奉天府;奉天府府尹;府尹;府尹;正三;宗室;良贵;1;;满洲;正白;;;;
同治;二;11;1864;11;副都统;宁古塔副都统;副都统;副都统;从二;;色儿固善;1;;;;;;;
康熙;四十三;;1704;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;色勒礼;1;;满洲;正黄;;;;
同治;五;4;1866;4;副都统;盛京副都统;副都统;副都统;从二;;色尔固善;1;;;;;;;
康熙;五十;1;1711;1;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;色尔图;1;;满洲;镶红;;;;
嘉庆;九;10;1804;10;副都统;阿勒楚喀副都统;副都统;副都统;从二;;色尔滚;2;;满洲;正黄;;;;
嘉庆;十五;8;1810;8;副都统;阿勒楚喀副都统;副都统;副都统;从二;;色尔滚;2;;满洲;正黄;;;;
嘉庆;十五;2;1810;2;副都统;伯都讷副都统;副都统;副都统;从二;;色尔衮;1;;满洲;正黄;;;;
嘉庆;二十四;12;1819;12;副都统;黑龙江副都统;副都统;副都统;从二;;色尔衮;1;;满洲;正黄;;;;
康熙;六十一;;1722;;副都统;伯都讷副都统;副都统;副都统;从二;;色希图;1;;满洲;正黄;;;;
光绪;二;3;1876;3;副都统;兴京副都统;副都统;副都统;从二;觉罗;色楞额;1;;满洲;镶黄;;;荫生;
嘉庆;二十三;12;1819;12;副都统;墨尔根副都统;副都统;副都统;从二;;色玉慎;1;;;;;;;
康熙;十二;7;1673;7;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;色黑;1;赛赫;满洲;正红;;;;
康熙;三十三;4;1694;4;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;艾肃;1;爱素;满洲;镶白;;;;
康熙;四十六;6;1707;6;奉天府;奉天府府尹;府尹;府尹;正三;;艾芳会;1;艾方会;汉军;镶黄;;;荫生;
嘉庆;九;7;1804;7;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;花尚阿;1;僧保住;满洲;正蓝;;;官学生;
嘉庆;七;7;1802;7;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;花尚阿;1;僧保住;满洲;正蓝;;;官学生;
嘉庆;九;7;1804;7;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;花尚阿;1;僧保住;满洲;正蓝;;;官学生;
嘉庆;十六;6;1811;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;花尚阿;1;僧保住;满洲;正蓝;;;官学生;
道光;二十四;2;1844;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;花沙纳;1;;蒙古;正黄;;;进士;
雍正;五;;1727;;副都统;三姓副都统;副都统;副都统;从二;;花赖;1;;满洲;正黄;;;;
同治;四;12;1865;12;副都统;盛京副都统;副都统;副都统;从二;;花里雅春;1;;;;;;;
道光;三;10;1823;10;副都统;伯都讷副都统;副都统;副都统;从二;;苏伦保;1;;;;;;;
道光;六;8;1826;8;副都统;盛京副都统;副都统;副都统;从二;;苏冲阿;1;;蒙古;正黄;;;荫生;一品
道光;八;;1828;;黑龙江将军;黑龙江将军;将军;将军;从一;;苏冲阿;1;苏崇阿;蒙古;正黄;;;荫生;
康熙;三十七;4;1698;4;奉天将军;盛京将军;将军;将军;从一;宗室;苏努;1;;满洲;镶红;;辅国公;;
光绪;四;;1878;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;苏勒布;1;;满洲;正红;;;进士;
光绪;一;6;1875;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;苏勒布;1;;满洲;正红;;;进士;
康熙;四十九;6;1710;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;苏尔德;1;书尔德;满洲;镶红;;;;
康熙;五十七;10;1718;10;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;觉罗;苏库;1;;满洲;正红;;;荫生;
乾隆;十一;1;1746;1;奉天府;奉天府府尹;府尹;府尹;正三;;苏昌;1;;满洲;正蓝;;;监生;
道光;十五;1;1835;1;吉林将军;吉林将军;将军;将军;从一;;苏清阿;1;;满洲;镶白;;;;
嘉庆;;;;;黑龙江将军;黑龙江将军;将军;将军;从一;;苏清阿;1;;满洲;镶白;;;;
嘉庆;十五;8;1810;8;副都统;齐齐哈尔副都统;副都统;副都统;从二;;苏清阿;1;;满洲;镶白;;;;
乾隆;十八;10;1753;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;苏章阿;1;;蒙古;正黄;;;;
乾隆;十九;;1754;;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;苏章阿;1;;蒙古;正黄;;;;
乾隆;十八;;1753;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;苏章阿;1;;蒙古;正黄;;;;
康熙;三十七;7;1698;7;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;苏赫纳;1;苏和讷;满洲;镶白;;;;
道光;十;;1830;;黑龙江将军;黑龙江将军;将军;将军;从一;;英惠;1;;满洲;镶红;;;荫生;
光绪;十三;2;1887;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;英煦;1;;满洲;镶黄;;;进士;
光绪;二十二;9;1810;9;副都统;吉林副都统;副都统;副都统;从二;;英连;1;英联;;;;;;
道光;十二;2;1832;2;副都统;盛京副都统;副都统;副都统;从二;宗室;英隆;1;;满洲;镶蓝;;奉恩将军;;
咸丰;四;2;1854;2;盛京将军;盛京将军;将军;将军;从一;宗室;英隆;2;;满洲;镶蓝;;奉恩将军;;
咸丰;;;;;盛京将军;盛京将军;将军;将军;从一;宗室;英隆;2;;满洲;镶蓝;;奉恩将军;;
道光;二十七;;1847;;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;英隆;1;;满洲;镶蓝;;奉恩将军;;
道光;二十一;5;1841;5;副都统;齐齐哈尔副都统;副都统;副都统;从二;宗室;英隆;1;;满洲;镶蓝;;奉恩将军;;
乾隆;四十八;10;1783;10;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;范宜清;1;范宜清;汉军;镶黄;;;;
光绪;二十八;2;1902;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;荣惠;1;;蒙古;正黄;;;;
乾隆;五十五;6;1790;6;奉天府;奉天府府尹;府尹;府尹;正三;;荣柱;1;;满洲;正白;;;监生;
乾隆;四十五;4;1780;4;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;荣柱;1;;满洲;正白;;;监生;
嘉庆;十;8;1805;8;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;荣麟;1;;满洲;正蓝;;;进士;
嘉庆;九;7;1804;7;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;荣麟;1;;满洲;正蓝;;;进士;
嘉庆;十;8;1805;8;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;荣麟;1;;满洲;正蓝;;;进士;
乾隆;四十;9;1775;9;副都统;盛京副都统;副都统;副都统;从二;;莽古赖;1;莽古赍;满洲;镶黄;;;;
康熙;二十二;3;1683;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;莽色;1;;满洲;镶白;;;进士;
光绪;二十六;;1900;;黑龙江将军;黑龙江将军;将军;将军;从一;;萨保;1;;满洲;镶红;;;;
光绪;二十三;11;1897;11;副都统;齐齐哈尔副都统;副都统;副都统;从二;;萨保;1;;满洲;镶红;;;翻译生员;
乾隆;四十八;12;1783;12;副都统;锦州副都统;副都统;副都统;从二;;萨克慎;1;;满洲;镶蓝;;;;
乾隆;二十二;8;1757;8;吉林将军;吉林将军;将军;将军;从一;宗室;萨喇善;1;萨尔善;满洲;正白;;;;
康熙;二十二;10;1683;10;黑龙江将军;黑龙江将军;将军;将军;从一;;萨布素;1;;满洲;镶黄;;;;
光绪;二十四;12;1898;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;萨廉;1;;满洲;镶蓝;;;进士;
光绪;二十七;;1901;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;萨廉;1;;满洲;镶蓝;;;进士;
嘉庆;八;11;1803;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;萨彬图;1;;满洲;镶白;;;进士;
嘉庆;十五;8;1810;8;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;萨彬图;1;;满洲;镶白;;;进士;
嘉庆;二;9;1797;9;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;萨敏;1;;满洲;正黄;;;举人;
道光;二十三;11;1844;11;副都统;吉林副都统;副都统;副都统;从二;;萨炳阿;1;;蒙古;正蓝;;;翻译生员;
咸丰;三;2;1853;2;副都统;熊岳副都统;副都统;副都统;从二;;萨炳阿;1;;蒙古;正蓝;;;翻译生员;
道光;二十六;5;1846;5;副都统;阿勒楚喀副都统;副都统;副都统;从二;;萨炳阿;1;;蒙古;正蓝;;;翻译生员;
道光;十;10;1860;10;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;萨迎阿;2;;满洲;镶黄;;;举人;
道光;十六;9;1836;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;萨迎阿;2;;满洲;镶黄;;;举人;
道光;十;10;1860;10;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;萨迎阿;1;;满洲;镶黄;;;举人;
道光;十九;4;1839;4;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;萨迎阿;1;;满洲;镶黄;;;举人;
道光;十六;6;1836;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;萨迎阿;1;;满洲;镶黄;;;举人;
雍正;十三;;1735;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;葛森;1;噶森;满洲;正蓝;;;监生;
康熙;五十一;10;1712;10;奉天府;奉天府府尹;府尹;府尹;正三;;董弘毅;1;董宏毅;汉军;镶蓝;;;;
康熙;二十二;4;1683;4;奉天府;奉天府府尹;府尹;府尹;正三;;董秉忠;1;;汉;;;;贡士;
康熙;四十八;;1709;;吉林将军;吉林将军;将军;将军;从一;觉罗;蒙古洛;1;;满洲;镶蓝;;;;
康熙;十;;1671;;副都统;宁古塔副都统;副都统;副都统;从二;;蒯齐;1;;满洲;正白;;;;
雍正;四;10;1726;10;奉天府;奉天府府尹;府尹;府尹;正三;;蔡珽;1;;汉军;正白;;;进士;
乾隆;十;11;1745;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;蕴着;1;云柱;满洲;镶白;;奉国将军;;
乾隆;十;11;1745;11;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;宗室;蕴着;1;云柱;满洲;镶白;;奉国将军;;
康熙;三十四;;1695;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;薄海;1;帕海;满洲;正白;;;;
乾隆;三十四;;1769;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;衮布;1;;满洲;镶黄;;;;
道光;十二;1;1832;1;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;裕泰;1;;满洲;镶红;;;官学生;
道光;十一;9;1831;9;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;裕泰;1;;满洲;镶红;;;官学生;
道光;十二;1;1832;1;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;裕泰;1;;满洲;镶红;;;官学生;
光绪;十五;7;1889;7;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;裕禄;1;;满洲;正白;;;监生;
光绪;十五;;1889;;盛京将军;盛京将军;将军;将军;从一;;裕禄;1;;满洲;正白;;;监生;
光绪;十;3;1884;3;奉天府;奉天府府尹;府尹;府尹;正三;;裕长;1;;满洲;正白;;;监生;
光绪;二十五;;1899;;盛京将军;盛京将军;将军;将军;从一;;裕长;1;;满洲;正白;;;监生;
道光;二十六;5;1846;5;副都统;吉林副都统;副都统;副都统;从二;;西兰都;1;;;;;;;
康熙;十五;;1676;;副都统;吉林副都统;副都统;副都统;从二;;西山;1;;满洲;镶红;;;;
嘉庆;二;2;1797;2;奉天府;奉天府府尹;府尹;府尹;正三;;西成;1;;满洲;正白;;;生员;
光绪;一;6;1875;6;副都统;吉林副都统;副都统;副都统;从二;;西蒙克西克;1;;满洲;镶红;;马甲;;
嘉庆;十五;8;1810;8;盛京将军;盛京将军;将军;将军;从一;;观明;1;;满洲;镶黄;;;;
嘉庆;九;;1804;;黑龙江将军;黑龙江将军;将军;将军;从一;;观明;1;;满洲;镶黄;;;;
乾隆;三;11;1738;11;副都统;锦州副都统;副都统;副都统;从二;;观音保;1;;满洲;镶黄;;;;
光绪;一;2;1875;2;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;讷仁;1;;蒙古;镶黄;;;翻译进士;
道光;二十二;11;1842;11;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;宗室;讷勒亨额;1;;满洲;正蓝;;;进士;
咸丰;六;12;1856;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;讷尔济;1;;满洲;正白;;;翻译进士;
光绪;二十八;2;1902;2;副都统;伯都讷副都统;副都统;副都统;从二;;讷荫;1;;;;;;;
光绪;二十六;8;1900;8;副都统;盛京副都统;副都统;副都统;从二;;讷钦;1;;满洲;正白;;;;
康熙;六十;;1721;;副都统;伯都讷副都统;副都统;副都统;从二;;许昌;1;;满洲;正白;;;;
嘉庆;十八;4;1813;4;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;诚安;1;;满洲;正黄;;;笔帖式;
嘉庆;十八;2;1813;2;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;诚安;1;;满洲;正黄;;;笔帖式;
光绪;一;4;1875;4;副都统;熊岳副都统;副都统;副都统;从二;;诚廉;1;;;;;;;
道光;八;9;1828;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;诚端;1;;满洲;镶黄;;;官学生;
道光;七;12;1827;12;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;诚端;1;;满洲;镶黄;;;官学生;
光绪;五;9;1879;9;副都统;盛京副都统;副都统;副都统;从二;觉罗;谦德;1;;满洲;;;;;
康熙;五十七;;1718;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;贝和诺;1;贝和讷;满洲;正黄;;;笔帖式;
康熙;五十;11;1711;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;贝和诺;1;贝和讷;满洲;正黄;;;笔帖式;
嘉庆;二十;;1815;;奉天府;奉天府府尹;府尹;府尹;正三;;贵庆;1;;满洲;镶白;;;进士;
嘉庆;十六;12;1811;12;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;贵庆;2;;满洲;镶白;;;进士;
道光;十四;6;1834;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;贵庆;2;;满洲;镶白;;;进士;
道光;十四;;1834;;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;贵庆;1;;满洲;镶白;;;进士;
嘉庆;十五;3;1810;3;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;贵庆;1;;满洲;镶白;;;进士;
雍正;三;;1725;;副都统;伯都讷副都统;副都统;副都统;从二;宗室;费雅思哈;1;;满洲;正黄;;;;
顺治;十六;6;1659;6;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;费齐;1;;满洲;正白;;;;
嘉庆;二;5;1797;5;副都统;三姓副都统;副都统;副都统;从二;;赛冲阿;1;;满洲;正黄;;;;
乾隆;五十九;12;1794;12;副都统;吉林副都统;副都统;副都统;从二;;赛冲阿;1;;满洲;正黄;;;;
嘉庆;十四;12;1809;12;吉林将军;吉林将军;将军;将军;从一;;赛冲阿;1;;满洲;正黄;;;;
嘉庆;二十三;9;1818;9;盛京将军;盛京将军;将军;将军;从一;;赛冲阿;1;;满洲;正黄;;;;
乾隆;二十;2;1755;2;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;赫赫;1;;满洲;正黄;;;监生;
乾隆;二十;4;1755;4;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;赫赫;1;;满洲;正黄;;;监生;
乾隆;十;;1745;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;赫雅图;1;;满洲;镶蓝;;;;
光绪;三十一;4;1905;4;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;赵尔巽;1;;汉军;正蓝;;;进士;
光绪;三十一;;1905;;盛京将军;盛京将军;将军;将军;从一;;赵尔巽;1;;汉军;正蓝;;;进士;
康熙;二十七;8;1688;8;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;赵山;1;;满洲;正白;;;;
同治;十;12;1871;12;副都统;吉林副都统;副都统;副都统;从二;;载耀;1;;;;;;;
咸丰;十一;10;1861;10;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;载肃;1;;满洲;镶红;;;进士;
道光;十八;11;1839;11;副都统;吉林副都统;副都统;副都统;从二;觉罗;辑瑞;1;;满洲;正蓝;;;;
康熙;四;5;1665;5;副都统;盛京副都统;副都统;副都统;从二;;辛泰;1;新泰;满洲;正蓝;;;;
乾隆;十八;;1753;;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;边塔海;1;卞塔海、卞塔哈、弁塔哈;满洲;镶蓝;;;翻译举人;
乾隆;十四;4;1749;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;边塔海;1;卞塔海、卞塔哈、弁塔哈;满洲;镶蓝;;;翻译举人;
乾隆;十八;12;1753;12;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;边塔海;1;卞塔海、卞塔哈、弁塔哈;满洲;镶蓝;;;翻译举人;
乾隆;十九;9;1754;9;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;边塔海;1;卞塔海、卞塔哈、弁塔哈;满洲;镶蓝;;;翻译举人;
乾隆;九;7;1744;7;奉天将军;盛京将军;将军;将军;从一;;达尔当阿;1;达勒当阿;满洲;镶黄;;子爵;;
乾隆;十九;8;1754;8;黑龙江将军;黑龙江将军;将军;将军;从一;;达尔当阿;1;达勒当阿;满洲;镶黄;;子爵;;
康熙;四;3;1665;3;将军衙门;将军;将军;将军;从一;;达度;1;达都;满洲;镶黄;;;;
顺治;十五;;1658;;副都统;盛京副都统;副都统;副都统;从二;;达度;1;达都;满洲;镶黄;;;;
嘉庆;九;2;1804;2;副都统;伯都讷副都统;副都统;副都统;从二;;达斯呼勒岱;1;;满洲;正黄;;佐领;;
嘉庆;八;12;1804;12;副都统;墨尔根副都统;副都统;副都统;从二;;达斯呼勒岱;1;;满洲;正黄;;佐领;;
嘉庆;十九;2;1814;2;副都统;宁古塔副都统;副都统;副都统;从二;;达斯呼勒岱;1;;满洲;正黄;;佐领;;
乾隆;六十;9;1795;9;副都统;齐齐哈尔副都统;副都统;副都统;从二;;达明阿;1;;满洲;镶蓝;;;;
嘉庆;十二;3;1807;3;副都统;三姓副都统;副都统;副都统;从二;觉罗;达松阿;1;;满洲;正白;;马甲;;
乾隆;四十二;;1777;;副都统;宁古塔副都统;副都统;副都统;从二;觉罗;达松阿;1;;满洲;正白;;马甲;;
