朝代;年;月;公历年;季;衙门;官职;官职简写;官员;品级;身份;名;公历年次数;又名;民族;旗分;旗分（或）;爵位;科举;科举（其他）
乾隆;五;12;1740;12;副都统;锦州副都统;副都统;副都统;从二;觉罗;达松阿;1;;满洲;正白;;马甲;;
光绪;三十一;;1905;;吉林将军;吉林将军;将军;将军;从一;;达桂;2;;汉军;正黄;;;;
光绪;;;;;吉林将军;吉林将军;将军;将军;从一;;达桂;2;;汉军;正黄;;;;
光绪;二十七;5;1901;5;副都统;盛京副都统;副都统;副都统;从二;;达桂;1;;汉军;正黄;;;;
光绪;二十七;8;1901;8;副都统;阿勒楚喀副都统;副都统;副都统;从二;;达桂;1;;汉军;正黄;;;;
光绪;三十;;1904;;黑龙江将军;黑龙江将军;将军;将军;从一;;达桂;1;;汉军;正黄;;;;
乾隆;五十九;6;1794;6;副都统;盛京副都统;副都统;副都统;从二;;达椿;1;达春;满洲;镶白;;;进士;
嘉庆;七;12;1803;12;副都统;吉林副都统;副都统;副都统;从二;;达禄;1;;;;;;;
乾隆;十六;5;1751;5;副都统;盛京副都统;副都统;副都统;从二;;达色;1;;满洲;镶黄;;;;
乾隆;二十一;3;1756;3;黑龙江将军;黑龙江将军;将军;将军;从一;;达色;1;;满洲;正黄;;;;
乾隆;十七;;1752;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;达色;1;;满洲;镶黄;;;;
咸丰;六;12;1856;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;连奎;1;;;;;;;
光绪;十四;5;1888;5;副都统;熊岳副都统;副都统;副都统;从二;觉罗;连顺;1;;满洲;镶蓝;;;;
雍正;五;11;1727;11;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;通智;1;;满洲;正黄;;;监生;
乾隆;二十四;1;1759;1;奉天府;奉天府府尹;府尹;府尹;正三;;通福寿;1;;满洲;正黄;;;;
道光;二十;12;1840;12;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;道庆;1;;满洲;镶蓝;;;;
道光;二十一;6;1841;6;副都统;盛京副都统;副都统;副都统;从二;觉罗;道庆;1;;满洲;镶蓝;;四品宗室;;
道光;二十八;2;1848;2;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;道庆;1;;满洲;镶蓝;;;;
道光;十九;3;1839;3;副都统;锦州副都统;副都统;副都统;从二;觉罗;道庆;1;;满洲;镶蓝;;四品宗室;;
道光;九;2;1829;2;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;那丹珠;1;;满洲;镶蓝;;;进士;
乾隆;十七;2;1752;2;副都统;锦州副都统;副都统;副都统;从二;;那兰图;1;那蓝图;满洲;镶黄;;;;
乾隆;五十;;1785;;副都统;三姓副都统;三姓副都统;;从二;;那启泰;1;那奇泰;满洲;正蓝;;;;
乾隆;五十四;;1789;;副都统;宁古塔副都统;宁古塔副都统;;从二;;那启泰;1;那奇泰;满洲;正蓝;;;;
乾隆;五十;;1785;;副都统;阿勒楚喀副都统;阿勒楚喀副都统;;从二;;那启泰;1;那奇泰;满洲;正蓝;;;;
嘉庆;四;;1799;;黑龙江将军;黑龙江将军;将军;将军;从一;;那奇泰;2;;满洲;正蓝;;挑补拜唐阿;;
嘉庆;六;;1801;;黑龙江将军;黑龙江将军;将军;将军;从一;;那奇泰;2;;满洲;正蓝;;挑补拜唐阿;;
雍正;五;;1727;;副都统;黑龙江副都统;副都统;副都统;从二;;那尔赛;1;;满洲;正白;;;;
道光;十一;8;1831;8;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;那彦成;1;;满洲;正白;;;进士;
咸丰;三;11;1853;11;副都统;齐齐哈尔副都统;副都统;副都统;从二;;那敷德;1;;满洲;正黄;;;;
康熙;七;9;1668;9;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;那桑阿;1;纳桑阿;满洲;镶蓝;;;;
雍正;五;5;1727;5;副都统;盛京副都统;副都统;副都统;从二;;那秦;1;那钦、纳秦、讷钦;满洲;正黄;;;;
康熙;二十四;;1685;;副都统;黑龙江副都统;副都统;副都统;从二;;那秦;1;那钦、纳秦、讷钦;满洲;镶白;;;;
顺治;一;8;1644;8;副都统;盛京梅勒章京;副都统;梅勒章京;从二;;那穆;1;;满洲;镶黄;;;;
雍正;八;1;1730;1;奉天将军;盛京将军;将军;将军;从一;;那苏图;2;;满洲;镶黄;;;;
乾隆;一;2;1723;2;奉天将军;盛京将军;将军;将军;从一;;那苏图;2;;满洲;镶黄;;;;
雍正;六;;1728;;黑龙江将军;黑龙江将军;将军;将军;从一;;那苏图;1;;满洲;镶黄;;;;
康熙;二十九;4;1690;4;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;邬赫;1;五和;满洲;镶红;;;;
康熙;六十一;3;1722;3;奉天府;奉天府府尹;府尹;府尹;正三;;邹汝鲁;1;;汉;;;;进士;
康熙;五十三;2;1714;2;奉天府;奉天府府尹;府尹;府尹;正三;;郝林;1;;汉;;;;进士;
同治;四;12;1865;12;盛京将军;盛京将军;将军;将军;从一;;都兴阿;3;;满洲;正白;;;荫生;
同治;七;7;1868;7;盛京将军;盛京将军;将军;将军;从一;;都兴阿;3;;满洲;正白;;;荫生;
同治;;;;;盛京将军;盛京将军;将军;将军;从一;;都兴阿;3;;满洲;正白;;;荫生;
乾隆;四十九;三;1784;3;吉林将军;吉林将军;吉林将军;;从一;宗室;都尔嘉;2;;满洲;正白;;奉恩将军;;
乾隆;四十九;3;1784;3;吉林将军;吉林将军;将军;将军;从一;宗室;都尔嘉;2;;满洲;正白;;奉恩将军;;
乾隆;五十三;十;1788;10;盛京将军;盛京将军;盛京将军;;从一;宗室;都尔嘉;2;;满洲;正白;;奉恩将军;;
乾隆;五十三;10;1788;10;奉天将军;盛京将军;将军;将军;从一;宗室;都尔嘉;2;;满洲;正白;;奉恩将军;;
乾隆;四十三;;1778;;副都统;黑龙江副都统;副都统;副都统;从二;宗室;都尔嘉;1;;满洲;正白;;奉恩将军;;
乾隆;五十四;7;1789;7;黑龙江将军;黑龙江将军;将军;将军;从一;宗室;都尔嘉;1;;满洲;正白;;奉恩将军;;
咸丰;七;2;1857;2;副都统;墨尔根副都统;副都统;副都统;从二;;都尔通阿;1;;满洲;正白;;亲军;;
雍正;十;;1732;;吉林将军;吉林将军;将军;将军;从一;;都赍;1;;满洲;正蓝;;;;
康熙;五十六;;1717;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;鄂三;1;;满洲;正蓝;;;;
乾隆;二十五;;1760;;副都统;墨尔根副都统;副都统;副都统;从二;;鄂博实;1;;满洲;镶白;;;;
乾隆;十;2;1745;2;副都统;熊岳副都统;副都统;副都统;从二;;鄂奇力;1;鄂齐尔;满洲;镶黄;;;;
乾隆;十七;;1752;;奉天府;奉天府府尹;府尹;府尹;正三;;鄂宝;2;;满洲;镶黄;;;官学生;
乾隆;四十八;10;1783;10;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;鄂宝;2;;满洲;镶黄;;;官学生;
乾隆;四十八;2;1783;2;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;鄂宝;1;;满洲;镶黄;;;官学生;
道光;十;2;1830;2;副都统;黑龙江副都统;副都统;副都统;从二;;鄂尔托彦;1;;;;;;;
乾隆;六;8;1741;8;吉林将军;吉林将军;将军;将军;从一;;鄂尔达;1;;满洲;正白;;;官学生;
康熙;十;2;1671;2;副都统;盛京副都统;副都统;副都统;从二;;鄂泰;1;;满洲;正蓝;;;;
道光;十一;7;1831;7;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;鄂顺安;1;;满洲;正红;;;翻译生员;
道光;十一;2;1831;2;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;鄂顺安;2;;满洲;正红;;;翻译生员;
道光;十五;10;1835;10;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;鄂顺安;2;;满洲;正红;;;翻译生员;
道光;十一;7;1831;7;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;鄂顺安;1;;满洲;正红;;;翻译生员;
道光;十五;9;1835;9;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;鄂顺安;1;;满洲;正红;;;翻译生员;
雍正;八;;1730;;副都统;三姓副都统;副都统;副都统;从二;宗室;重替;2;;满洲;镶红;;;;
乾隆;一;;1736;;副都统;三姓副都统;副都统;副都统;从二;;重替;2;;满洲;正白;;;;
康熙;二十七;4;1688;4;奉天府;奉天府府尹;府尹;府尹;正三;;金世;1;;汉军;正黄;;;;
康熙;六十;4;1721;4;奉天府;奉天府府尹;府尹;府尹;正三;;金应璧;1;;汉军;镶黄;;;;
康熙;十三;9;1674;9;奉天府;奉天府府尹;府尹;府尹;正三;;金鼐;1;;汉;;;;;
崇德;二;;1637;;乌拉宁古塔将军衙门;散骑郎;散骑郎;散骑郎;;;钟五戴;1;;;镶白;;;;
道光;七;7;1827;7;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;钟昌;1;;满洲;正白;;;进士;
光绪;八;6;1882;6;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;钟濂;1;;蒙古;正蓝;;;;
光绪;三十;11;1904;11;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;钟灵;1;;满洲;正蓝;;;进士;
光绪;二十二;7;1896;7;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;钟灵;1;;满洲;正蓝;;;进士;
乾隆;十三;7;1748;7;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;钟音;1;;满洲;镶蓝;;;;
光绪;二十七;8;1901;8;副都统;盛京副都统;副都统;副都统;从二;;钮楞额;1;;满洲;正白;;;;
光绪;二十五;12;1900;12;副都统;阿勒楚喀副都统;副都统;副都统;从二;;钮楞额;1;;满洲;正白;;;;
嘉庆;四;6;1799;6;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;铁保;1;;满洲;正黄;;;进士;
嘉庆;四;2;1799;2;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;铁保;1;;满洲;正黄;;;进士;
嘉庆;四;6;1799;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;铁保;1;;满洲;正黄;;;进士;
道光;十一;1;1831;1;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;铁麟;2;;满洲;正蓝;;;进士;
道光;;;;;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;宗室;铁麟;2;;满洲;正蓝;;;进士;
光绪;三;;1877;;吉林将军;吉林将军;将军;将军;从一;;铭安;2;;满洲;镶黄;;;进士;
光绪;五;;1879;;吉林将军;吉林将军;将军;将军;从一;;铭安;2;;满洲;镶黄;;;进士;
同治;十;6;1871;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;铭安;3;;满洲;镶黄;;;进士;
光绪;;;;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;铭安;3;;满洲;镶黄;;;进士;
光绪;;;;;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;铭安;3;;满洲;镶黄;;;进士;
乾隆;四十;7;1775;7;奉天府;奉天府府尹;府尹;府尹;正三;;铭通;1;明通;满洲;镶黄;;旧家子;;
康熙;十七;;1678;;副都统;宁古塔副都统;副都统;副都统;从二;宗室;锡三;1;;满洲;正黄;;;;
康熙;二十二;1;1683;1;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;锡兰泰;1;席兰泰;满洲;镶黄;;;;
乾隆;十;12;1745;12;副都统;熊岳副都统;副都统;副都统;从二;宗室;锡尔璊;1;什勒们;满洲;正白;;;;
康熙;六十;;1721;;副都统;三姓副都统;副都统;副都统;从二;;锡巴立;1;;满洲;镶黄;;;;
咸丰;六;7;1856;7;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;宗室;锡龄;1;;满洲;镶蓝;;;进士;
咸丰;五;8;1855;8;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;锡龄;1;;满洲;镶蓝;;;进士;
道光;四;5;1834;5;副都统;锦州副都统;副都统;副都统;从二;;长庆;1;;;;;;;
道光;十三;6;1833;6;副都统;三姓副都统;副都统;副都统;从二;;长德;1;;满洲;正红;;;;
乾隆;十一;10;1746;10;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;长柱;1;常柱;满洲;正黄;;;;
乾隆;七;;1744;;副都统;墨尔根副都统;副都统;副都统;从二;;长生;1;;满洲;镶蓝;;;;
乾隆;一;;1736;;副都统;宁古塔副都统;副都统;副都统;从二;;长生;1;;满洲;镶黄;;;;
雍正;八;1;1730;1;副都统;盛京副都统;副都统;副都统;从二;;长生;1;常升;满洲;正黄;;;;
乾隆;二十五;;1760;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;长福;1;常福;满洲;镶白;;;;
咸丰;三;1;1853;1;奉天府;奉天府府尹;府尹;府尹;正三;;长臻;1;;汉军;镶黄;;;翻译进士;
光绪;十六;2;1890;2;副都统;吉林副都统;副都统;副都统;从二;;长顺;1;;满洲;正白;;;;
光绪;十四;;1888;;吉林将军;吉林将军;将军;将军;从一;;长顺;5;常顺;满洲;正白;;蓝翎侍卫;;
光绪;十七;;1891;;吉林将军;吉林将军;将军;将军;从一;;长顺;5;常顺;满洲;正白;;蓝翎侍卫;;
光绪;;;;;吉林将军;吉林将军;将军;将军;从一;;长顺;5;常顺;满洲;正白;;蓝翎侍卫;;
光绪;二十一;;1895;;吉林将军;吉林将军;将军;将军;从一;;长顺;5;常顺;满洲;正白;;蓝翎侍卫;;
光绪;二十五;;1899;;吉林将军;吉林将军;将军;将军;从一;;长顺;5;常顺;满洲;正白;;蓝翎侍卫;;
光绪;一;9;1875;9;副都统;三姓副都统;副都统;副都统;从二;觉罗;长麟;1;;满洲;正蓝;;;进士;
道光;十四;8;1834;8;副都统;盛京副都统;副都统;副都统;从二;觉罗;阔普通武;1;阔布通武;满洲;;;;;
光绪;九;4;1883;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;宗室;阿克丹;1;;满洲;正白;;;进士;
乾隆;十一;;1746;;吉林将军;吉林将军;将军;将军;从一;;阿兰泰;1;;蒙古;正白;;云骑尉;;
乾隆;十三;4;1748;4;奉天将军;盛京将军;将军;将军;从一;;阿兰泰;1;;蒙古;正白;;云骑尉;;
光绪;一;4;1875;4;副都统;兴京副都统;副都统;副都统;从二;;阿启泰;1;;满洲;正白;;;;
康熙;四十;2;1701;2;副都统;盛京副都统;副都统;副都统;从二;;阿尔图;1;;满洲;镶白;;;;
乾隆;七;;1744;;副都统;墨尔根副都统;副都统;副都统;从二;;阿尔赛;1;;满洲;正白;;披甲领催;;
乾隆;五;6;1740;6;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;阿山;1;安山;满洲;正蓝;;;监生;
康熙;三十五;6;1696;6;盛京礼部;盛京礼部侍郎;侍郎;侍郎;正二;;阿山;1;;满洲;镶蓝;;;笔帖式;
雍正;一;;1723;;副都统;宁古塔副都统;副都统;副都统;从二;觉罗;阿岱;1;;满洲;镶蓝;;;;
雍正;一;;1723;;副都统;黑龙江副都统;副都统;副都统;从二;;阿思海;2;;满洲;正黄;;;;
乾隆;十;;1745;;副都统;黑龙江副都统;副都统;副都统;从二;;阿思海;2;;满洲;正红;;;;
康熙;二十九;;1690;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;阿拉密;1;阿勒弥;满洲;镶蓝;;;;
康熙;九;6;1670;6;将军衙门;将军;将军;将军;从一;;阿木里图;1;阿木尔图;满洲;镶白;;;;
康熙;五十三;;1714;;副都统;三姓副都统;副都统;副都统;从二;;阿米纳;1;;满洲;镶红;;;;
康熙;六十一;10;1722;10;副都统;盛京副都统;副都统;副都统;从二;;阿萨那;1;阿喇衲、阿沙纳;蒙古;正白;;;;
康熙;二十五;4;1686;4;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;阿里瑚;1;阿礼瑚、阿里?;满洲;正黄;;;;
康熙;十;3;1671;3;奉天府;奉天府府尹;府尹;府尹;正三;;陈一炳;1;;汉;;;;;
康熙;十一;11;1672;11;奉天府;奉天府府尹;府尹;府尹;正三;;陈洪明;1;;汉军;镶黄;;;笔帖式;
乾隆;五十四;12;1789;12;奉天府;奉天府府尹;府尹;府尹;正三;;陈用敷;1;;;;;;进士;
雍正;七;4;1729;4;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;陈福寿;1;晟福书;满洲;正黄;;;;
乾隆;五十六;5;1790;5;副都统;熊岳副都统;副都统;副都统;从二;;隆兴;1;;满洲;正黄;;;;
乾隆;十五;12;1750;12;副都统;熊岳副都统;副都统;副都统;从二;;雅图;1;;满洲;正黄;;;;
乾隆;十三;8;1748;8;副都统;锦州副都统;副都统;副都统;从二;;雅图;1;;满洲;正红;;;;
乾隆;二十;;1755;;副都统;黑龙江副都统;副都统;副都统;从二;;雅图;1;;满洲;正蓝;;;;
康熙;二十二;;1683;;副都统;黑龙江副都统;副都统;副都统;从二;;雅奇纳;1;;满洲;正白;;;;
顺治;一;8;1644;8;副都统;盛京梅勒章京;副都统;梅勒章京;从二;;雅布海;1;;满洲;正黄;;;;
乾隆;三十;11;1765;11;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;雅德;1;;满洲;正红;;;;
乾隆;二十九;8;1764;8;盛京工部;盛京工部侍郎;侍郎;侍郎;正二;;雅德;1;;满洲;正红;;;;
乾隆;三十九;;1774;;副都统;三姓副都统;副都统;副都统;从二;宗室;雅朗阿;1;;满洲;镶蓝;;;;
乾隆;三十九;12;1774;12;副都统;盛京副都统;副都统;副都统;从二;宗室;雅朗阿;1;;满洲;镶蓝;;;;
乾隆;四十;;1775;;副都统;黑龙江副都统;副都统;副都统;从二;宗室;雅朗阿;1;;满洲;镶蓝;;;;
康熙;二十二;;1683;;副都统;宁古塔副都统;副都统;副都统;从二;;雅秦;1;;满洲;镶黄;;;;
道光;二十二;7;1842;7;副都统;伯都讷副都统;副都统;副都统;从二;;雅青阿;1;;;;;;;
乾隆;六;11;1741;11;奉天府;奉天府府尹;府尹;府尹;正三;;霍俻;1;;汉;;;;举人;
康熙;二十二;;1683;;吉林将军;吉林将军;将军;将军;从一;;音图;1;;满洲;正红;;;;
康熙;三十;3;1691;3;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;觉罗;顺拜;1;;满洲;镶红;;;;
康熙;三十九;11;1700;11;盛京兵部;盛京兵部侍郎;侍郎;侍郎;正二;;额伦特;1;鄂伦德;满洲;镶红;;;;
嘉庆;六;3;1801;3;副都统;三姓副都统;副都统;副都统;从二;宗室;额勒亨额;1;;满洲;正白;;侍卫;;
嘉庆;三;10;1798;10;副都统;盛京副都统;副都统;副都统;从二;宗室;额勒亨额;1;;满洲;正白;;侍卫;;
乾隆;五十四;5;1789;5;副都统;三姓副都统;副都统;副都统;从二;;额勒伯克;1;;蒙古;正白;;前锋;;
嘉庆;二;;1797;;黑龙江将军;黑龙江将军;将军;将军;从一;;额勒伯克;1;;蒙古;正白;;;荫生;
同治;四;9;1865;9;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;额勒和布;1;;满洲;镶蓝;;;翻译进士;
同治;四;9;1865;9;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;额勒和布;2;;满洲;镶蓝;;;翻译进士;
同治;;;;;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;额勒和布;2;;满洲;镶蓝;;;翻译进士;
乾隆;一;;1736;;副都统;墨尔根副都统;副都统;副都统;从二;;额勒图;1;;蒙古;正红;;;;
乾隆;一;12;1723;12;黑龙江将军;黑龙江将军;将军;将军;从一;;额勒图;1;;满洲;镶红;;;;
嘉庆;九;2;1804;2;副都统;三姓副都统;副都统;副都统;从二;;额勒珲;1;;;;;;;
嘉庆;十四;10;1809;10;副都统;吉林副都统;副都统;副都统;从二;;额勒珲;1;;;;;;;
嘉庆;四;9;1799;9;副都统;墨尔根副都统;副都统;副都统;从二;;额勒珲;1;;;;;;;
嘉庆;八;12;1804;12;副都统;齐齐哈尔副都统;副都统;副都统;从二;;额勒珲;1;;;;;;;
乾隆;五十三;8;1788;8;副都统;熊岳副都统;副都统;副都统;从二;;额勒登布;1;额勒登保;蒙古;镶黄;;;;
乾隆;十九;;1754;;副都统;吉林副都统;副都统;副都统;从二;;额勒登额;1;;满洲;正白;;;;
光绪;三十;4;1904;4;副都统;墨尔根副都统;副都统;副都统;从二;;额勒精额;1;;;;;;翻译进士;
光绪;二十七;8;1901;8;副都统;黑龙江副都统;副都统;副都统;从二;;额勒精额;1;;;;;;翻译进士;
乾隆;五十;;1785;;副都统;阿勒楚喀副都统;阿勒楚喀副都统;;从二;;额尔伯克;1;;满洲;;;;;
乾隆;三;6;1783;6;奉天将军;盛京将军;将军;将军;从一;;额尔图;1;额勒图、额洛图;满洲;镶红;;;;
乾隆;二十六;;1761;;副都统;三姓副都统;副都统;副都统;从二;;额尔奇木;1;;;;;;;
乾隆;三十三;5;1768;5;副都统;盛京副都统;副都统;副都统;从二;;额尔德蒙额;1;;满洲;正黄;;;;
乾隆;三十三;12;1768;12;奉天将军;盛京将军;将军;将军;从一;宗室;额尔德蒙额;1;;满洲;镶白;;佐领;;
道光;十;4;1830;4;副都统;墨尔根副都统;副都统;副都统;从二;;额尔托彦;1;;;;;;;
乾隆;四十九;;1784;;副都统;黑龙江副都统;副都统;副都统;从二;;额尔登布;1;;满洲;正白;;;;
康熙;五十九;;1720;;副都统;黑龙江副都统;副都统;副都统;从二;;额尔色;1;;满洲;镶红;;;;
雍正;八;1;1730;1;副都统;熊岳副都统;副都统;副都统;从二;;额尔钦;1;额尔勤、额尔谨;满洲;正白;;;;
雍正;二;12;1724;12;副都统;盛京副都统;副都统;副都统;从二;;额尔钦;2;额尔勤、额尔谨;满洲;正黄;;;;
雍正;七;7;1729;7;副都统;盛京副都统;副都统;副都统;从二;;额尔钦;2;额尔勤、额尔谨;满洲;正黄;;;;
雍正;五;;1727;;副都统;齐齐哈尔副都统;副都统;副都统;从二;;额尔钦;1;额尔勤、额尔谨;;;;;;
嘉庆;二十三;11;1818;11;奉天府;奉天府府尹;府尹;府尹;正三;;额特布;1;;满洲;正红;;;;
康熙;三十四;6;1695;6;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;额赫里;1;额赫礼、鄂和里;满洲;正白;;;;
嘉庆;十四;12;1809;12;奉天府;奉天府府尹;兼管奉天府府尹;兼管奉天府府尹;正三;;马慧裕;1;;汉军;正黄;;;进士;
嘉庆;十三;1;1808;1;盛京刑部;盛京刑部侍郎;侍郎;侍郎;正二;;马慧裕;1;;汉军;正黄;;;进士;
嘉庆;十四;12;1809;12;盛京户部;盛京户部侍郎;侍郎;侍郎;正二;;马慧裕;1;;汉军;正黄;;;进士;
康熙;二十;;1681;;奉天府;奉天府府尹;府尹;府尹;正三;;高尔位;1;;汉军;正黄;;;举人;
同治;二;6;1863;6;副都统;伯都讷副都统;副都统;副都统;从二;;高福;1;;;;;;;
同治;五;4;1866;4;副都统;宁古塔副都统;副都统;副都统;从二;;高福;1;;;;;;;
咸丰;三;12;1854;12;副都统;伯都讷副都统;副都统;副都统;从二;;魁福;1;;满洲;镶白;;;;
